"内部序号","分组一","分组二","分组三","分组四","分组五","类型","测量量程最小值","测量量程最大值","单位","断线上限","断线下限","设定上限","设定下限","阶码","报警方式","报警级别","报警延时","参数补偿编号","回差值","曲线编号","多点编号","网关IP","系统编号","分系统编号","站名称","站ID","IO模块类型","IO模块ID","点号","1/0有效","满量程上限","满量程下限","滤波标志","滤波次数","平均值处理标志","精度","斜率参数(A)","偏移参数(B)","刷新时间","A/D增益值","使用","开关状态","有报警","折线编号","1级报警","2级报警","3级报警","网关显示","参数类别","封装盒","选择","特殊ID标识","平均值与限值标志","OPC标志","安全标志","备份1","备份2","备份3","备份4","备份5","局域网","vdr","导航","备份6","备份7","备份8","备份9","备份10","测点名称","测点名称_en","简称","简称_tmp","测点号"
771,0,0,0,0,0,"4-20mA输入",-1.00000000e+02,1.00000000e+02,"%",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0301 模拟量输入模块",4,8,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右轴系CPP螺距",,"右轴系CPP螺距",,"910"
772,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,1,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,772,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"舱底水油份浓度高",,"舱底水油份浓度高",,"1501"
773,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,2,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,773,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴系调距桨液压站备用泵过载",,"左轴调距桨液压站备泵过载",,"805"
774,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,3,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,774,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴系调距桨液压油温度高",,"左轴系调距桨液压油温度高",,"806"
775,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,4,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,775,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴系调距桨液压油箱液位",,"左轴系调距桨液压油箱液位",,"807"
776,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,5,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,776,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴系调矩桨液压油滤器",,"左轴系调矩桨液压油滤器",,"808"
777,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,6,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,777,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴系CPP遥控系统主电源故障",,"左轴CPP遥控主电源故障",,"813"
778,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,7,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,778,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴系CPP控制故障",,"左轴系CPP控制故障",,"814"
779,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,8,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,779,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴系螺距测量故障",,"左轴系螺距测量故障",,"815"
780,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,9,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,780,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴系FIFI 80%负荷故障提示",,"左轴FIFI 80%负荷故障提示",,"816"
781,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,10,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,781,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右轴系调距桨液压站备用泵启动",,"右轴调距桨液压站备泵启动",,"904"
782,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,11,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,782,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右轴系调距桨液压站备用泵过载",,"右轴调距桨液压站备泵过载",,"905"
783,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,12,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,783,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右轴系调距桨液压油温度高",,"右轴系调距桨液压油温度高",,"906"
812,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9986 串口6模块",8,1,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,812,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右车钟主电源失电",,"右车钟主电源失电",,"2205"
813,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9986 串口6模块",8,2,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,813,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右车钟备用电源失电",,"右车钟备用电源失电",,"2206"
814,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9986 串口6模块",8,3,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,814,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右车钟综合报警",,"右车钟综合报警",,"2207"
815,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9986 串口6模块",8,4,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,815,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右车钟错向报警",,"右车钟错向报警",,"2208"
170,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,12,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,170,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"油渣舱液位高",,"油渣舱液位高",,"1818"
171,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,13,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,171,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左推进主机低温淡水膨胀箱液位低",,"左推主低温淡水膨胀箱液低",,"1819"
172,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,14,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,172,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右推进主机低温淡水膨胀箱液位低",,"右推主低温淡水膨胀箱液低",,"1820"
173,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,15,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,173,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左推进主机高温淡水膨胀箱液位低",,"左推主高温淡水膨胀箱液低",,"1821"
174,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,16,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,174,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右推进主机高温淡水膨胀箱液位低",,"右推主高温淡水膨胀箱液低",,"1822"
175,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,17,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,175,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主机舱左舷舭污水沟高液位报警",,"主机舱左舷舭污水沟高液位",,"1823"
176,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,18,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,176,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主机舱右舷舭污水沟高液位报警",,"主机舱右舷舭污水沟高液位",,"1824"
177,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,19,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,177,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主机舱左舷舭直通吸口高液位报警",,"主舱左舷舭直通吸口高液位",,"1827"
178,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,20,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,178,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主机舱右舷舭直通吸口高液位报警",,"主舱右舷舭直通吸口高液位",,"1828"
179,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,21,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,179,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"舱底水舱高液位报警",,"舱底水舱高液位报警",,"1830"
180,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,22,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,180,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"舵机舱液位高",,"舵机舱液位高",,"1831"
181,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,23,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,181,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴隧液位高",,"左轴隧液位高",,"1832"
182,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",2,24,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,182,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右轴隧液位高",,"右轴隧液位高",,"1833"
302,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,8.00000012e-01,"1","0","0",2.00000000e+01,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,7,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机滑油滤器压差高",,"左主机滑油滤器压差高",,"0139"
303,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,8,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,303,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机滑油液位低",,"左主机滑油液位低",,"0140"
304,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,3.00000000e+00,"1","0","0",2.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,9,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机滑油进机压力",,"左主机滑油进机压力",,"0141"
305,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,10,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机滑油进滤器压力",,"左主机滑油进滤器压力",,"0142"
306,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","2",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,11,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"2",1,306,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机滑油进机压力低停车",,"左主机滑油进机压力低停车",,"0143"
307,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,12,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机滑油进增压器压力",,"左主机滑油进增压器压力",,"0144"
308,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,13,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机滑油冷却器进口温度",,"左主机滑油冷却器进口温度",,"0145"
309,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,8.00000000e+01,0.00000000e+00,"0","0","1",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,14,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机滑油柴油机进口温度",,"左主机滑油柴油机进口温度",,"0146"
310,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,15,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,310,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机监测系统故障",,"左主机监测系统故障",,"0147"
311,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","2",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,16,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"2",1,311,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机超速停机",,"左主机超速停机",,"0148"
312,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+03,"rpm",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,17,"-1",1.00000000e+03,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机转速",,"左主机转速",,"0149"
313,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,6.00000000e+00,"1","0","0",5.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,18,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机安全控制空气压力",,"左主机安全控制空气压力",,"0150"
314,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,19,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,314,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机安全停机命令故障",,"左主机安全停机命令故障",,"0151"
315,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",2,20,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,315,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机安全系统故障",,"左主机安全系统故障",,"0152"
499,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,5,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机低温水空冷器进口温度",,"右主机低温水空冷器进口温",,"0237"
500,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,6,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机低温水空冷器出口温度",,"右主机低温水空冷器出口温",,"0238"
501,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,8.00000012e-01,"1","0","0",2.00000000e+01,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,7,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机滑油滤器压差高",,"右主机滑油滤器压差高",,"0239"
502,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,8,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,502,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机滑油液位低",,"右主机滑油液位低",,"0240"
503,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,3.00000000e+00,"1","0","0",2.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,9,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机滑油进机压力",,"右主机滑油进机压力",,"0241"
504,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,10,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机滑油进滤器压力",,"右主机滑油进滤器压力",,"0242"
505,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","2",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,11,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"2",1,505,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机滑油进机压力低停车",,"右主机滑油进机压力低停车",,"0243"
506,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,12,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机滑油进增压器压力",,"右主机滑油进增压器压力",,"0244"
507,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,13,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机滑油冷却器进口温度",,"右主机滑油冷却器进口温度",,"0245"
508,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,8.00000000e+01,0.00000000e+00,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,14,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机滑油柴油机进口温度",,"右主机滑油柴油机进口温度",,"0246"
509,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,15,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,509,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机监测系统故障",,"右主机监测系统故障",,"0247"
510,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","2",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,16,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"2",1,510,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机超速停机",,"右主机超速停机",,"0248"
511,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+03,"rpm",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9981 串口1模块",2,17,"-1",1.00000000e+03,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机转速",,"右主机转速",,"0249"
784,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",1.00000000e+01,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,13,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,784,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右轴系调距桨液压油箱液位",,"右轴系调距桨液压油箱液位",,"907"
785,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,14,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,785,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右轴系调矩桨液压油滤器",,"右轴系调矩桨液压油滤器",,"908"
786,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,15,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,786,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右轴系CPP遥控系统主电源故障",,"右轴CPP遥控主电源故障",,"913"
787,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,16,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,787,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右轴系CPP控制故障",,"右轴系CPP控制故障",,"914"
788,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,17,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,788,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右轴系螺距测量故障",,"右轴系螺距测量故障",,"915"
